Pfr_ID,HOF,Age,All_Pro,Pro_Bowl,First_Team,G,Cmp,Pass_Att,Pass_Yds,Pass_TD,Pass_Int,Rush_Att,Rush_Yds,Rush_TDs,Rec,Rec_Yds,Rec_TDs,Tackles,Def_Int,Sacks
RhodXa00,No,23,0,0,2,54,,,,,,,,,,,,159,6,
DyseZa00,No,23,0,0,0,,,,,,,,,,,,,,,
StacZa00,No,22,0,0,1,35,,,,,,357,1355,9,53,358,1,,,
ErtzZa00,No,22,0,0,0,55,,,,,,,,,204,2361,10,2,,
GoodZa00,No,23,0,0,0,26,,,,,,,,,,,,29,,
MottZe00,No,23,0,0,0,10,,,,,,,,,,,,8,,
JenkA.00,No,23,0,0,0,28,,,,,,4,4,0,17,223,0,,,
BrowAa01,No,,0,0,0,,,,,,,,,,,,,,,
GettAd00,No,23,0,0,0,16,,,,,,,,,,,,,,
RobiAd00,No,24,0,0,0,19,,,,,,,,,5,50,1,2,,
HickAk00,No,22,0,0,3,71,,,,,,,,,,,,96,,13.5
Ta'aAl00,No,22,0,0,0,21,,,,,,,,,,,,5,,
DennAl00,No,23,0,0,1,29,,,,,,,,,,,,86,5,
MorrAl00,No,23,0,2,4,75,,,,,,1138,4933,31,49,373,0,3,,
JeffAl00,No,22,0,1,3,60,,,,,,22,138,0,292,4358,25,5,,
SilaAm00,No,24,0,0,1,33,,,,,,,,,,,,,,
BranAn00,No,23,0,0,0,61,,,,,,,,,,,,81,,17.5
DatkAn00,No,22,0,0,0,,,,,,,,,,,,,,,
LuckAn00,No,23,0,3,4,65,1460,2481,17665,120,63,273,1347,13,,,,6,,
TillAn01,No,23,0,0,0,23,,,,,,,,,,,,,,
AlleAn02,No,24,0,0,2,48,,,,,,,,,,,,77,1,2.5
JackAs00,No,22,0,0,0,18,,,,,,,,,,,,22,,
ColeAu00,No,23,0,0,0,52,,,,,,,,,,,,52,,1
ColeB.00,No,24,0,0,0,,,,,,,,,,,,,,,
CunnB.00,No,23,0,0,0,2,,,,,,,,,,,,,,
JoneBe01,No,23,0,0,4,75,,,,,,,,,,,,3,,
PierBe00,No,21,0,0,0,52,,,,,,359,1345,5,32,171,0,2,,
BentBi00,No,23,0,0,0,20,,,,,,,,,,,,34,,
WinnBi00,No,23,0,0,1,62,,,,,,,,,,,,66,2,3
WalsBl00,No,22,1,1,0,73,,,,,,,,,,,,1,,
MassBo00,No,23,0,0,3,63,,,,,,,,,,,,1,,
WagnBo00,No,22,1,2,5,66,,,,,,,,,,,,383,6,12
NortBr00,No,23,0,0,0,74,,,,,,1,-1,0,,,,1,,
SmelBr00,No,23,0,0,0,4,,,,,,,,,1,3,0,,,
EwinBr00,No,22,0,0,0,2,,,,,,,,,2,29,0,,,
BoykBr00,No,22,0,0,0,64,,,,,,,,,,,,118,8,2
BrooBr00,No,23,0,0,4,60,,,,,,,,,,,,1,,
HardBr01,No,22,0,0,0,,,,,,,,,,,,,,,
MarsBr01,No,23,0,0,2,45,,,,,,,,,,,,207,2,3.5
MoslBr00,No,23,0,0,0,22,,,,,,,,,,,,1,,
TaylBr02,No,22,0,0,0,4,,,,,,,,,,,,3,,0.5
ThomBr01,No,22,0,0,0,39,,,,,,,,,,,,34,,3
WashBr00,No,24,0,0,0,1,,,,,,,,,,,,,,
WeedBr00,No,28,0,0,1,34,559,965,6462,31,30,61,201,1,0,-9,0,,,
QuicBr00,No,23,0,0,0,61,,,,,,,,,93,1377,10,2,,
OsweBr00,No,21,0,0,1,31,403,668,4187,23,16,61,139,1,1,-6,0,,,
IrviBr00,No,24,0,0,4,68,,,,,,,,,,,,124,3,25
AngeBr00,No,23,0,0,0,74,1,1,19,0,0,1,0,0,,,,1,,
BrowBr02,No,21,0,0,0,42,,,,,,251,1076,7,37,316,0,1,,
McSuCa00,No,22,0,0,0,,,,,,,,,,,,,,,
JohnCa01,No,22,0,0,0,24,,,,,,,,,,,,20,,2
HaywCa00,No,23,0,0,0,61,,,,,,,,,,,,170,14,
HarnCh00,No,24,0,0,0,,,,,,,,,,,,,,,
JoneCh03,No,22,0,1,5,65,,,,,,,,,,,,160,1,44
MitcCh01,No,23,0,0,0,10,,,,,,,,,,,,,,
GiveCh00,No,22,0,0,2,60,,,,,,11,42,0,107,1779,5,2,,
GreeCh01,No,23,0,0,0,3,,,,,,,,,,,,6,,
RainCh00,No,24,0,0,0,18,,,,,,26,102,2,14,60,0,,,
ThomCh01,No,22,0,0,0,7,,,,,,,,,,,,,,
BiluCh00,No,22,0,0,0,24,,,,,,,,,,,,10,,1
FleeCo00,No,24,0,0,4,70,,,,,,1,2,1,216,2556,20,5,1,
GlenCo00,No,23,0,0,4,69,,,,,,,,,,,,1,,
WhitCo01,No,22,0,0,0,60,,,,,,,,,,,,123,5,1
SensCo00,No,23,0,0,1,67,,,,,,,,,,,,140,2,1
UpshCo00,No,22,0,0,4,71,,,,,,,,,,,,118,,5
GrayCy00,No,22,0,0,0,35,,,,,,24,99,1,9,64,0,9,,
CampD.00,No,23,0,0,0,9,,,,,,,,,,,,13,,
HerrDa00,No,23,0,0,0,35,,,,,,112,468,1,31,277,0,7,,
CoalDa00,No,24,0,0,0,,,,,,,,,,,,,,,
TrevDa00,No,22,0,0,2,58,,,,,,,,,,,,253,5,4
FlemDa00,No,23,0,0,0,11,,,,,,,,,,,,3,,
RichDa00,No,22,0,0,0,27,,,,,,169,697,0,38,284,0,,,
DeCaDa00,No,22,1,1,4,62,,,,,,,,,,,,2,,
MolkDa00,No,23,0,0,0,20,,,,,,,,,,,,,,
PaulDa01,No,23,0,0,0,32,,,,,,,,,13,153,0,,,
WilsDa01,No,21,0,0,0,21,,,,,,115,504,5,6,42,1,1,,
TysoDe00,No,23,0,0,0,34,,,,,,,,,,,,19,1,3
DaviDe00,No,23,0,0,4,75,,,,,,,,,,,,261,1,7.5
KellDe00,No,22,0,0,0,41,,,,,,,,,,,,,,
MenzDe00,No,22,0,0,0,,,,,,,,,,,,,,,
WolfDe00,No,22,0,0,4,64,,,,,,,,,,,,120,,21.5
PoseDe00,No,23,0,0,0,26,,,,,,1,-3,0,22,272,0,,,
StilDe00,No,23,0,0,0,33,,,,,,,,,,,,21,,0.5
WyliDe00,No,24,0,0,0,12,,,,,,,,,6,53,0,,,
StepDo00,No,24,0,0,0,67,,,,,,,,,,,,,,
HighDo01,No,22,0,0,4,62,,,,,,,,,,,,245,,17
PoexDo00,No,22,0,2,5,72,,,,,,2,2,2,,,,147,,12
MartDo00,No,23,1,2,3,53,,,,,,933,3987,21,116,962,2,1,,
DunsDr00,No,23,0,0,0,,,,,,,,,,,,,,,
KirkDr00,No,22,0,0,1,60,,,,,,,,,,,,136,9,1
AlleDw00,No,22,0,0,2,52,,,,,,4,6,0,115,1301,15,2,,
BakeEd01,No,21,0,0,0,6,,,,,,44,173,2,8,57,0,,,
AchoEm00,No,21,0,0,0,20,,,,,,,,,,,,22,,
RodrEv00,No,24,0,0,0,20,,,,,,,,,4,21,0,2,,
CoxxFl00,No,21,0,1,5,73,,,,,,,,,,,,181,,26
AlexFr00,No,22,0,0,0,29,,,,,,,,,,,,20,,3.5
IlokGe00,No,22,0,0,4,61,,,,,,,,,,,,161,7,
GradGi00,No,23,0,0,1,52,,,,,,,,,,,,3,,
ChilGr00,No,22,0,0,0,,,,,,,,,,,,,,,
McCoGr00,No,24,0,0,0,,,,,,,,,,,,,,,
ScruGr00,No,22,0,0,0,18,,,,,,,,,,,,9,,3
ZuerGr00,No,24,0,0,0,72,,,,,,,,,,,,2,,
SmitHa00,No,23,0,1,4,64,,,,,,,,,,,,296,12,7.5
FreyIs00,No,22,0,0,0,27,,,,,,,,,,,,50,,
PeadIs00,No,22,0,0,0,30,,,,,,27,100,0,15,100,0,2,,
SweeJ.00,No,23,0,0,3,59,,,,,,,,,,,,2,,
CrawJa00,No,24,0,0,1,52,,,,,,,,,,,,37,,8.5
BequJa00,No,23,0,0,0,8,,,,,,,,,,,,,,
FlemJa00,No,23,0,0,0,46,,,,,,,,,,,,56,,
HannJa00,No,23,0,0,2,62,,,,,,,,,33,286,0,10,,
JohnJa04,No,23,0,0,2,47,,,,,,,,,,,,77,,1
JenkJa03,No,23,0,0,5,70,,,,,,,,,,,,265,12,1
CricJa00,No,23,0,0,3,73,,,,,,,,,,,,96,,7.5
WrigJa02,No,22,0,0,0,59,,,,,,8,111,0,129,1815,7,2,,
SlowJa00,No,23,0,0,0,,,,,,,,,,,,,,,
HowaJa00,No,23,0,0,2,45,,,,,,,,,,,,87,,7.5
HoslJa00,No,22,0,0,0,43,,,,,,,,,,,,62,2,
AlleJe01,No,22,0,0,2,53,,,,,,,,,,,,1,,
WortJe00,No,22,0,0,0,27,,,,,,,,,,,,15,,2.5
EberJe00,No,23,0,0,0,5,,,,,,,,,3,18,0,1,,
LaneJe00,No,22,0,0,0,51,,,,,,,,,,,,77,2,
PendJe00,No,28,0,0,0,5,,,,,,,,,,,,3,,
LongJe00,No,22,0,0,0,3,,,,,,,,,,,,,,
McMiJe00,No,23,0,0,0,28,,,,,,,,,,,,29,1,
AdamJo01,No,22,0,0,0,9,,,,,,3,13,0,1,7,0,,,
LoonJo01,No,22,0,0,0,38,,,,,,,,,,,,,,
HughJo00,No,24,0,0,0,57,,,,,,,,,,,,57,,5.5
PottJo00,No,22,0,0,0,9,,,,,,,,,,,,,,
TrouJo00,No,24,0,0,2,29,,,,,,,,,,,,,,
MartJo01,No,22,0,0,2,38,,,,,,,,,,,,1,,
MassJo00,No,24,0,0,0,39,,,,,,,,,,,,45,,6
GreeJo03,No,23,0,0,0,24,,,,,,,,,,,,29,1,1
BernJo00,No,23,0,0,0,1,,,,,,,,,,,,,,
WhitJo02,No,24,0,0,0,3,,,,,,,,,1,13,0,,,
BushJo00,No,23,0,0,0,45,0,1,0,0,0,,,,,,,30,2,
ChapJo00,No,23,0,0,1,29,,,,,,,,,,,,29,,
KaddJo00,No,22,0,0,0,6,,,,,,,,,,,,,,
LeRiJo00,No,23,0,0,1,28,,,,,,,,,,,,,,
NormJo01,No,24,1,1,4,64,,,,,,,,,,,,174,8,
RobiJo01,No,21,0,0,1,57,,,,,,,,,,,,134,5,
HemiJu00,No,23,0,0,0,31,,,,,,,,,25,233,2,13,,
CrinJu00,No,22,0,0,0,13,,,,,,,,,19,183,1,,,
AndeJu00,No,24,0,0,0,,,,,,,,,,,,,,,
BethJu00,No,22,0,3,0,74,,,,,,,,,,,,82,2,
BlacJu00,No,22,0,0,1,20,,,,,,3,22,0,93,1280,6,1,,
RobiKe01,No,23,0,0,1,46,,,,,,,,,,,,140,2,1.5
TandKe00,No,23,0,0,0,64,,,,,,1,18,0,,,,70,4,1
OsemKe00,No,23,0,0,4,61,,,,,,,,,,,,,,
BeacKe00,No,23,0,0,2,53,,,,,,,,,,,,2,,
ReyeKe00,No,23,0,0,3,70,,,,,,,,,,,,89,1,13.5
WrigKe01,No,22,0,0,3,63,,,,,,11,90,0,276,3204,18,4,,
MartKe01,No,22,0,0,1,58,,,,,,5,59,0,62,685,5,1,,
ZeitKe00,No,22,0,0,5,66,,,,,,,,,,,,1,,
RandKh00,No,23,0,0,0,12,,,,,,,,,,,,6,,
CousKi00,No,24,0,0,2,41,918,1387,10736,67,37,61,153,6,,,,,,
ToomKo00,No,23,0,0,0,25,,,,,,,,,,,,33,,
WilbKy00,No,23,0,0,0,68,,,,,,,,,,,,63,,3.5
GreeLa00,No,22,0,0,2,50,,,,,,,,,82,1184,7,14,,
HolmLa00,No,23,0,0,1,21,,,,,,,,,,,,3,,
MillLa01,No,21,0,0,4,71,,,,,,830,3754,22,141,1020,4,3,,
JameLa00,No,22,0,0,0,18,,,,,,44,193,0,5,45,0,,,
BrazLa00,No,23,0,0,0,25,,,,,,,,,23,347,3,5,,
DaviLa00,No,22,1,1,5,72,,,,,,,,,,,,443,9,14
KuecLu00,No,21,3,3,5,71,,,,,,,,,,,,453,12,9
JackMa02,No,22,0,0,2,72,,,,,,,,,,,,124,,17
JoneMa03,No,24,0,0,0,,,,,,,,,,,,,,,
AspeMa00,No,26,0,0,0,7,,,,,,,,,,,,,,
BarrMa00,No,22,0,0,3,72,,,,,,,,,,,,333,5,7
MartMa00,No,22,0,0,0,15,,,,,,,,,,,,,,
KuhnMa00,No,26,0,0,0,39,,,,,,,,,,,,23,,1.5
JoneMa02,No,22,0,0,2,54,,,,,,17,148,0,176,2459,19,5,,
McNuMa00,No,23,0,0,0,5,,,,,,,,,0,0,0,,,
JohnMa05,No,23,0,0,0,,,,,,,,,,,,,,,
KaliMa00,No,23,0,1,4,66,,,,,,,,,,,,1,,
McCaMa00,No,23,0,0,0,28,,,,,,,,,,,,1,,
IngrMe00,No,23,0,0,3,55,,,,,,,,,,,,128,,22.5
BrocMi00,No,21,0,0,4,69,,,,,,,,,,,,116,,14.5
EgneMi00,No,22,0,0,0,18,,,,,,,,,7,69,0,,,
FloyMi00,No,22,0,0,2,73,,,,,,1,2,0,235,3672,22,2,,
SmitMi01,No,24,0,0,0,1,,,,,,,,,,,,,,
AdamMi02,No,22,0,0,0,50,,,,,,,,,,,,2,,
DaniMi00,No,23,0,0,3,72,,,,,,,,,,,,101,1,20
HarrMi00,No,23,0,0,0,36,,,,,,,,,,,,94,2,2
MartMi01,No,22,0,0,0,46,,,,,,,,,,,,41,,4
BurrMi00,No,24,0,0,2,38,,,,,,,,,,,,142,1,1.5
SchwMi00,No,23,0,0,5,74,,,,,,,,,0,0,0,,,
SanuMo00,No,23,0,0,3,67,5,5,177,2,0,26,153,2,191,2223,14,5,,
ClaiMo00,No,22,0,0,2,47,,,,,,,,,,,,126,4,
KendMy00,No,22,0,0,4,65,,,,,,,,,,,,285,3,12
GoodNa00,No,22,0,0,0,42,,,,,,,,,,,,20,,1
EbneNa00,No,23,0,0,0,67,,,,,,,,,,,,11,,
PottNa00,No,24,0,0,0,21,,,,,,,,,,,,,,
StupNa01,No,24,0,0,0,53,,,,,,,,,,,,71,1,2
FoleNi00,No,23,0,1,3,41,776,1285,9215,56,27,105,347,5,,,,2,,
MondNi00,No,23,0,0,0,,,,,,,,,,,,,,,
PerrNi00,No,22,0,0,1,56,,,,,,,,,,,,103,1,19.5
ToonNi00,No,23,0,0,0,17,,,,,,1,4,0,21,283,1,3,,
BradNi00,No,23,0,0,4,67,,,,,,,,,,,,207,2,4.5
VernOl00,No,21,0,0,4,74,,,,,,,,,,,,165,,33
BoldOm00,No,23,0,0,0,56,,,,,,,,,,,,34,,
CharOr00,No,21,0,0,0,31,,,,,,,,,9,109,0,4,,
KonzPe00,No,23,0,0,2,39,,,,,,,,,,,,,,
BlakPh00,No,26,0,0,0,,,,,,,,,,,,,,,
CoplQu00,No,22,0,0,2,62,,,,,,,,,,,,75,,16.5
BullRa00,No,22,0,0,0,44,,,,,,,,,,,,2,,
ElliRh00,No,23,0,0,2,68,,,,,,1,1,1,49,509,3,3,,
CrawRi00,No,22,0,0,0,10,,,,,,,,,,,,12,1,
ReifRi00,No,23,0,0,4,73,,,,,,,,,,,,2,,
MattRi00,No,22,0,0,1,60,,,,,,2,7,0,152,2001,14,7,,
BlanRo00,No,23,0,0,1,70,,,,,,,,,,,,154,1,
GrifRo01,No,22,0,1,2,38,691,1089,8287,40,24,249,1517,8,0,0,0,2,,
GrifRo03,No,22,0,0,0,,,,,,,,,,,,,,,
TurbRo00,No,22,0,0,0,68,,,,,,303,1200,4,66,545,2,4,,
WatkRo00,No,23,0,0,0,4,,,,,,,,,,,,,,
BrooRo01,No,23,0,0,0,52,,,,,,,,,,,,66,,
LewiRo02,No,22,0,0,0,8,,,,,,,,,,,,,,
HillRo00,No,21,0,0,1,53,,,,,,470,1892,12,71,474,1,1,,
RandRu00,No,21,0,0,2,64,,,,,,,,,188,2644,20,3,,
WilsRu00,No,23,0,3,5,74,1344,2070,16688,117,36,450,2509,13,3,31,1,4,,
BroyRy00,No,24,0,0,0,21,,,,,,,,,32,420,2,,,
LindRy00,No,23,0,0,0,10,140,274,1372,3,11,4,7,0,,,,,,
MillRy00,No,23,0,0,0,8,,,,,,,,,,,,,,
TannRy00,No,24,0,0,5,74,1589,2547,17749,99,62,204,1011,6,2,5,0,5,,
SoloSc00,No,23,0,0,0,24,,,,,,,,,,,,8,,2
SpenSe00,No,23,0,0,1,42,,,,,,,,,,,,85,,3
KeleSe00,No,22,0,0,0,36,,,,,,,,,1,10,0,,,
PratSh00,No,22,0,0,0,21,,,,,,,,,,,,7,1,
McClSh00,No,23,0,0,3,60,,,,,,,,,,,,105,,7.5
HillSt00,No,21,0,0,2,23,,,,,,,,,45,594,4,1,,
GilmSt00,No,22,0,0,5,63,,,,,,,,,,,,185,13,
GrahT.00,No,23,0,0,1,47,,,,,,5,19,0,61,794,4,11,,
HiltT.00,No,22,0,2,4,73,0,1,0,0,0,9,55,0,343,5355,29,4,,
WhitTa00,No,22,0,0,3,73,,,,,,,,,,,,187,3,2
CardTa00,No,23,0,0,0,73,,,,,,,,,,,,21,,
WilsTa00,No,22,0,0,1,64,,,,,,,,,,,,106,6,
ThomTa00,No,22,0,0,0,35,,,,,,,,,11,83,1,7,,
GanaTe00,No,23,0,0,0,3,,,,,,,,,,,,,,
MannTe00,No,22,0,0,0,11,,,,,,,,,,,,,,
FredTe00,No,22,0,0,0,5,,,,,,,,,,,,14,,
FuggTi00,No,23,0,0,0,,,,,,,,,,,,,,,
CompTo00,No,23,0,0,1,54,,,,,,,,,,,,3,,
StreTo00,No,22,0,0,0,2,,,,,,,,,0,0,0,1,,
ClemTo00,No,23,0,0,0,4,,,,,,,,,3,41,0,,,
BergTo00,No,26,0,0,0,34,,,,,,,,,,,,,,
RobeTr00,No,23,0,0,0,14,,,,,,,,,,,,4,,
BenjTr00,No,22,0,0,1,63,0,1,0,0,0,15,133,0,148,2197,13,3,,
LewiTr00,No,24,0,0,0,42,,,,,,,,,,,,17,,1
RichTr00,No,22,0,0,3,46,,,,,,614,2032,17,113,912,2,1,,
RobiTr02,No,22,0,0,1,38,,,,,,,,,,,,61,2,
WadeTr00,No,23,0,0,0,41,,,,,,,,,,,,62,,
GuytTr00,No,,0,0,0,,,,,,,,,,,,,,,
JohnTr05,No,22,0,0,2,63,,,,,,,,,,,,208,16,
CrawTy00,No,22,0,0,3,58,,,,,,,,,,,,78,,11.5
BallVi00,No,22,0,0,1,17,,,,,,224,877,2,18,147,1,,,
CurrVi00,No,24,0,0,0,62,,,,,,,,,,,,61,,18
MercWh00,No,22,0,0,4,73,,,,,,,,,,,,131,,34.5
GuyxWi00,No,22,0,0,0,37,,,,,,,,,,,,35,,2
BrowZa00,No,22,0,0,3,59,,,,,,,,,,,,262,6,13
SandZe00,No,22,0,0,0,,,,,,,,,,,,,,,
GreeA.00,No,23,0,5,6,86,,,,,,11,93,0,481,7135,49,8,,
WillAa00,No,21,0,0,2,59,,,,,,,,,,,,183,7,
ClayAd00,No,23,0,0,2,62,,,,,,,,,,,,107,,20.5
BlacAh00,No,21,0,0,0,24,,,,,,,,,,,,41,2,
AyerAk00,No,22,0,0,4,86,,,,,,,,,,,,215,3,15.5
DentAk00,No,24,0,0,1,84,,,,,,,,,,,,114,,2.5
SmitAl04,No,22,1,1,2,59,,,,,,,,,,,,141,1,47.5
RobiAl00,No,23,0,0,0,48,,,,,,4,10,0,38,709,6,1,,
GreeAl00,No,23,0,0,0,29,,,,,,149,510,0,21,139,0,3,,
HeneAl00,No,24,0,0,0,50,,,,,,,,,,,,4,,
BailAl00,No,22,0,0,2,72,,,,,,,,,,,,94,,11.5
BradAl00,No,23,0,0,0,19,,,,,,5,13,0,,,,8,,
GachAn00,No,22,0,0,0,90,,,,,,,,,,,,98,,2
JackAn00,No,22,0,0,0,,,,,,,,,,,,,,,
DaltAn00,No,23,0,2,6,87,1789,2857,20768,135,79,296,905,17,1,18,1,5,,
AlleAn01,No,23,0,0,0,21,,,,,,19,69,1,2,12,0,9,,
CastAn00,No,23,0,0,6,84,,,,,,,,,1,1,1,3,,
GaitAn00,No,22,0,0,0,12,,,,,,,,,,,,11,,
SherAn00,No,22,0,0,1,86,,,,,,6,14,0,48,380,2,37,,
PettAu00,No,23,0,0,0,51,,,,,,1,-6,0,107,1034,9,5,,
BatcBa00,No,23,0,0,0,12,,,,,,25,49,1,4,31,0,4,,
IjalBe00,No,22,0,0,0,17,,,,,,,,,,,,,,
PoweBi00,No,22,0,0,1,68,1,1,30,0,0,442,1881,8,148,1139,3,11,,
NagyBi00,No,23,0,0,0,4,,,,,,,,,,,,,,
GabbBl00,No,21,0,0,3,42,682,1216,7316,38,37,147,548,3,1,-16,0,1,,
BurtBr00,No,22,0,0,0,23,,,,,,,,,,,,11,,
FuscBr00,No,23,0,0,4,64,,,,,,,,,,,,,,
HarrBr00,No,21,0,0,0,42,,,,,,,,,,,,38,,
HogaBr00,No,23,0,0,0,3,,,,,,,,,,,,2,,
ThomBr00,No,21,0,0,0,6,,,,,,,,,,,,2,,
RollBr00,No,22,0,0,1,20,,,,,,,,,,,,45,,1
ReedBr00,No,24,0,0,4,82,,,,,,,,,,,,139,1,15.5
CartBr00,No,23,0,0,3,69,,,,,,,,,,,,214,5,5
MillBr02,No,24,0,0,4,77,,,,,,28,62,1,76,734,3,19,,
SkriBu00,No,22,0,0,2,89,,,,,,,,,,,,265,8,2
MaxwBy00,No,23,0,0,2,70,,,,,,,,,,,,163,9,
StinBy00,No,23,0,0,0,20,,,,,,,,,,,,,,
SchlCa00,No,23,0,0,0,12,,,,,,,,,,,,,,
NewtCa00,No,22,1,3,5,87,1615,2728,20449,128,71,661,3475,47,1,33,0,6,,
HeywCa01,No,22,0,0,3,87,,,,,,,,,,,,149,,25
JordCa00,No,22,0,2,6,90,,,,,,,,,,,,175,1,43
MattCa00,No,22,0,0,1,64,,,,,,,,,,,,79,,2.5
ShorCe00,No,23,0,0,3,68,3,3,53,2,0,11,43,0,227,2959,14,6,,
ClayCh00,No,22,0,0,6,81,,,,,,7,15,1,246,2643,17,2,,
OzouCh00,No,22,0,0,0,9,,,,,,,,,,,,4,,1
ChekCh00,No,23,0,0,0,35,,,,,,,,,1,22,0,46,,
CartCh00,No,22,0,0,0,58,,,,,,,,,,,,16,,
ContCh00,No,22,0,0,6,81,,,,,,,,,,,,284,13,
CullCh00,No,23,0,0,1,52,,,,,,,,,,,,124,7,
HairCh00,No,22,0,0,1,66,,,,,,,,,,,,,,
NeilCh00,No,23,0,0,0,24,,,,,,,,,,,,8,,2
ProsCh00,No,24,0,0,0,79,,,,,,,,,,,,112,1,1
RuckCh00,No,22,0,0,0,15,,,,,,,,,,,,25,,
WhitCh03,No,22,0,0,0,51,,,,,,,,,,,,29,,
BallCh00,No,22,0,0,0,32,,,,,,,,,,,,16,,1
PondCh00,No,23,0,0,3,38,632,1057,6658,38,36,126,639,7,1,-15,0,5,,
BrowCh05,No,24,0,0,0,58,,,,,,,,,,,,66,,
MattCl01,No,22,0,0,0,34,,,,,,,,,,,,20,,
BoliCl00,No,22,0,0,5,75,,,,,,,,,,,,4,,
GateCl00,No,25,0,0,0,32,,,,,,2,16,0,30,365,0,3,,
JoneCo01,No,23,0,0,0,83,,,,,,,,,,,,59,1,1
KaepCo00,No,23,0,0,3,63,901,1523,11174,63,28,342,2092,12,,,,1,,
McCaCo00,No,22,0,0,0,36,,,,,,,,,,,,117,3,
LiugCo00,No,21,0,0,6,84,,,,,,,,,,,,173,,21
AlleCo00,No,22,0,0,0,56,,,,,,,,,,,,138,6,
BrowCu01,No,23,0,0,0,34,,,,,,,,,,,,41,,
HolcCu00,No,23,0,0,0,,,,,,,,,,,,,,,
MarsCu01,No,23,0,0,0,26,,,,,,,,,,,,13,,
SmitD.00,No,22,0,0,0,24,,,,,,,,,,,,62,1,2
WillD.00,No,23,0,0,0,35,,,,,,,,,9,70,0,3,,
HardDa00,No,24,0,0,0,,,,,,,,,,,,,,,
KilgDa00,No,23,0,0,1,55,,,,,,,,,,,,2,,
ThomDa03,No,23,0,0,1,52,,,,,,409,1480,10,55,412,3,4,,
WatkDa00,No,26,0,0,1,24,,,,,,,,,,,,,,
SearDa00,No,22,0,0,1,86,,,,,,,,,,,,213,6,4.5
BoweDa00,No,21,0,0,0,53,,,,,,,,,,,,46,,7
ScotDa01,No,23,0,0,0,20,,,,,,31,98,0,13,115,1,2,,
ReedD'00,No,23,0,0,0,6,,,,,,,,,,,,,,
ArkiDa00,No,23,0,0,0,2,,,,,,,,,,,,,,
AusbDa00,No,24,0,0,0,34,,,,,,1,-2,0,11,120,0,10,,
CartDa01,No,23,0,0,0,35,,,,,,,,,,,,17,,1
HousDa00,No,22,0,0,1,66,,,,,,,,,,,,145,6,2
GomeDe00,No,21,0,0,0,46,,,,,,,,,,,,55,1,
CartDe01,No,24,0,0,0,27,,,,,,133,499,5,6,31,0,,,
MurrDe00,No,23,1,2,5,79,1,1,10,1,0,1339,6228,42,254,1786,5,5,,
SampDe00,No,25,0,0,0,12,,,,,,,,,3,36,0,1,,
LoveDe00,No,23,0,0,0,,,,,,,,,,,,,,,
VanDDe00,No,22,0,0,0,25,,,,,,,,,,,,14,1,
MoorDe02,No,22,0,0,3,56,,,,,,7,57,1,142,2169,17,7,,
NewtDe00,No,23,0,0,4,82,,,,,,,,,,,,1,,
SherDe00,No,22,0,0,0,20,,,,,,,,,,,,1,,
LewiDi00,No,21,0,0,0,32,,,,,,90,428,4,42,435,2,1,,
MochDo00,No,23,0,0,0,8,,,,,,,,,,,,7,,1
HoguDo01,No,22,0,0,0,27,,,,,,,,,,,,9,,
NeviDr00,No,22,0,0,0,26,,,,,,,,,,,,27,,1
HarrDw00,No,24,0,0,0,77,,,,,,7,25,0,69,814,7,23,,
HaggEr00,No,22,0,0,0,22,,,,,,,,,,,,30,,
RoysEv00,No,23,0,0,0,32,,,,,,81,416,2,26,188,0,3,,
KearFr00,No,22,0,0,0,35,,,,,,,,,,,,29,,5.5
CariGa00,No,23,0,0,1,48,,,,,,,,,,,,1,,
MillGa00,No,23,0,0,0,7,,,,,,,,,,,,2,,
JoneGr02,No,22,0,0,0,22,,,,,,,,,,,,22,,
LittGr00,No,22,0,0,3,54,,,,,,5,30,0,161,1890,8,9,,
LloyGr01,No,22,0,0,0,2,,,,,,,,,,,,,,
McElGr00,No,23,0,0,0,2,19,31,214,1,1,8,30,0,,,,,,
RomeGr00,No,23,0,0,0,,,,,,,,,,,,,,,
SalaGr00,No,23,0,0,0,29,,,,,,2,28,1,50,704,1,3,,
WattJ.00,No,22,4,4,5,83,,,,,,,,,3,4,3,299,1,76
ThomJ.02,No,23,0,0,2,60,,,,,,,,,,,,99,2,0.5
SheaJa00,No,22,0,0,3,83,,,,,,,,,,,,165,,34.5
WillJa12,No,22,0,0,0,7,,,,,,,,,,,,1,,
WillJa02,No,23,0,0,1,51,,,,,,,,,,,,173,,2
RodgJa00,No,21,0,0,0,74,,,,,,407,1550,6,165,1172,5,8,,
ReidJa00,No,23,0,0,1,54,,,,,,,,,,,,,,
JarrJa00,No,22,0,0,0,47,,,,,,,,,,,,61,2,1.5
LockJa00,No,23,0,0,1,30,408,709,4967,27,22,95,644,5,0,0,0,2,,
BrowJa00,No,23,0,0,0,49,,,,,,,,,,,,55,,
BrewJa00,No,23,0,0,0,26,,,,,,,,,,,,,,
CarpJa00,No,22,0,0,5,71,,,,,,,,,,,,2,,
HarpJa01,No,22,0,0,0,23,,,,,,36,74,4,5,40,0,2,,
JenkJa01,No,23,0,0,3,69,,,,,,,,,,,,70,,6
KelcJa00,No,23,0,1,5,72,,,,,,,,,,,,3,,
PinkJa00,No,24,0,0,1,25,,,,,,,,,,,,,,
FinlJa00,No,23,0,0,0,,,,,,,,,,,,,,,
BealJe00,No,23,0,0,0,,,,,,,,,,,,,,,
