Pfr_ID,HOF,Age,All_Pro,Pro_Bowl,First_Team,G,Cmp,Pass_Att,Pass_Yds,Pass_TD,Pass_Int,Rush_Att,Rush_Yds,Rush_TDs,Rec,Rec_Yds,Rec_TDs,Tackles,Def_Int,Sacks
WardJi01,No,23,0,0,0,31,,,,,,,,,,,,92,1,1
GaroJi00,No,22,0,0,0,15,62,91,684,5,0,22,12,0,1,3,0,,,
StatJi00,No,23,0,0,0,,,,,,,,,,,,,,,
BitoJo00,No,22,0,0,2,31,,,,,,,,,,,,2,,
BrowJo02,No,24,0,0,1,40,,,,,,7,26,0,143,2079,13,3,,
UrscJo00,No,23,0,0,0,34,,,,,,,,,,,,1,,
ManzJo00,No,21,0,0,0,15,147,258,1675,7,7,46,259,1,,,,,,
HalaJo00,No,23,0,0,0,,,,,,,,,,,,,,,
DowlJo00,No,22,0,0,0,7,,,,,,,,,,,,4,,
NewsJo00,No,23,0,0,0,30,,,,,,,,,,,,33,,7.5
MattJo00,No,22,0,0,2,42,,,,,,,,,205,2508,19,,,
TripJo00,No,23,0,0,0,31,,,,,,,,,,,,7,,
ZumwJo00,No,22,0,0,0,,,,,,,,,,,,,,,
HuffJo00,No,22,0,0,0,34,0,1,0,0,0,4,17,0,48,482,4,2,,
BritJu00,No,23,0,0,3,42,,,,,,,,,,,,,,
ElliJu01,No,23,0,0,2,38,,,,,,,,,,,,43,,
GilbJu00,No,22,0,0,0,31,,,,,,,,,,,,30,1,
CareKa00,No,21,0,0,0,32,,,,,,106,426,2,12,119,1,,,
EdwaKa00,No,23,0,0,0,,,,,,,,,,,,,,,
RamsKa00,No,25,0,0,0,,,,,,,,,,,,,,,
MartKa00,No,22,0,0,0,34,,,,,,,,,,,,13,,2.5
McGiKe00,No,25,0,0,0,35,,,,,,,,,,,,20,,
ReasKe00,No,23,0,0,0,22,,,,,,,,,,,,18,,
WennKe00,No,23,0,0,0,,,,,,,,,,,,,,,
BenjKe00,No,23,0,0,1,26,,,,,,,,,119,1691,13,2,,
BishKe01,No,24,0,0,0,5,,,,,,,,,,,,4,,
JameKe00,No,23,0,0,0,,,,,,,,,,,,,,,
AckeKe00,No,22,0,0,1,21,,,,,,,,,,,,63,3,
NorwKe00,No,25,0,0,0,10,,,,,,,,,9,102,0,2,,
PampKe00,No,23,0,0,0,31,,,,,,,,,,,,,,
PierKe00,No,22,0,0,0,28,,,,,,,,,,,,13,,
FortKh00,No,22,0,0,0,3,,,,,,,,,,,,1,,
MackKh00,No,23,1,1,3,42,,,,,,,,,,,,148,,27
ThorKh00,No,24,0,0,0,16,,,,,,,,,,,,12,,1
SmalKi00,No,25,0,0,0,3,,,,,,,,,,,,,,
EalyKo00,No,22,0,0,1,41,,,,,,,,,,,,34,1,11
FullKy00,No,22,0,0,2,32,,,,,,,,,,,,96,6,
VanNKy00,No,24,0,0,0,31,,,,,,,,,,,,33,,2
SeasLa00,No,23,0,0,0,,,,,,,,,,,,,,,
JoynLa00,No,23,0,0,0,36,,,,,,,,,,,,132,,4
BarrLa00,No,23,0,0,0,32,,,,,,,,,,,,6,,
WebsLa00,No,24,0,0,0,,,,,,,,,,,,,,,
DuveLa00,No,23,0,0,1,24,,,,,,,,,,,,,,
WestLa00,No,22,0,0,0,,,,,,,,,,,,,,,
ThomLo00,No,23,0,0,0,2,1,9,81,1,0,,,,,,,,,
BallLo00,No,21,0,0,0,4,,,,,,,,,,,,3,,
TaliLo00,No,22,0,0,0,19,,,,,,82,339,5,16,153,0,3,,
NixILo00,No,23,0,0,0,4,,,,,,,,,,,,,,
BowaLu00,No,23,0,0,1,21,,,,,,,,,,,,1,,
MartMa01,No,20,0,0,2,25,,,,,,,,,,,,1,,
SmitMa03,No,22,0,0,0,31,,,,,,,,,,,,9,,3
GricMa00,No,23,0,0,0,10,0,1,0,0,0,15,41,1,7,29,0,,,
LeexMa00,No,22,0,0,1,33,,,,,,11,70,0,94,1157,3,2,,
HuffMa00,No,22,0,0,0,35,,,,,,,,,,,,15,1,1
FlowMa00,No,22,0,0,0,26,,,,,,,,,,,,7,,
SpruMa00,No,23,0,0,0,,,,,,,,,,,,,,,
BryaMa00,No,22,0,0,0,21,,,,,,8,49,1,76,1314,14,,,
HazeMa01,No,22,0,0,0,5,,,,,,,,,0,0,0,,,
ParaMa00,No,24,0,0,2,26,,,,,,,,,,,,,,
AlexMa00,No,23,0,0,1,33,,,,,,,,,,,,57,1,3
CampMi02,No,23,0,0,0,8,,,,,,2,17,1,12,137,1,,,
SamxMi00,No,24,0,0,0,,,,,,,,,,,,,,,
SchoMi00,No,23,0,0,2,23,,,,,,,,,,,,,,
EvanMi00,No,21,0,0,3,40,,,,,,,,,207,3173,23,4,,
VanDMi00,No,23,0,0,0,,,,,,,,,,,,,,,
MoseMo00,No,23,0,0,2,35,,,,,,,,,,,,1,,
BerhNa00,No,23,0,0,0,22,,,,,,,,,,,,24,,
FreeNa00,No,24,0,0,0,3,,,,,,,,,,,,,,
LawsNe00,No,23,0,0,2,27,,,,,,,,,,,,69,,
BeckOd00,No,21,0,2,3,37,0,1,0,0,0,8,38,0,246,3574,31,3,,
ODonPa00,No,23,0,0,0,41,,,,,,1,-12,0,,,,2,,
RichPa01,No,22,0,0,0,26,,,,,,,,,42,500,1,1,,
GainPh00,No,23,0,0,0,24,,,,,,,,,,,,60,1,
DesiPi00,No,24,0,0,0,24,,,,,,,,,,,,41,,
BrowPr00,No,21,0,0,3,42,,,,,,,,,,,,173,3,1
ShemPr00,No,22,0,0,0,16,,,,,,,,,,,,32,,
EnunQu00,No,22,0,0,0,23,,,,,,,,,60,849,3,,,
JohnRa01,No,23,0,0,0,15,,,,,,,,,,,,1,,
HageRa00,No,24,0,0,1,39,,,,,,,,,,,,34,,2
AlleRi00,No,22,0,0,2,25,,,,,,,,,,,,97,4,1
RodgRi00,No,22,0,0,1,42,,,,,,1,11,0,101,938,11,1,,
BlanRo01,No,24,0,0,0,,,,,,,,,,,,,,,
HerrRo00,No,22,0,0,0,8,,,,,,1,0,0,6,58,1,1,,
PoweRo01,No,23,0,0,0,14,,,,,,,,,,,,1,,
CockRo00,No,23,0,0,1,33,,,,,,,,,,,,68,2,
BodiRu00,No,22,0,0,3,42,,,,,,,,,,,,,,
CarrRy00,No,23,0,0,0,20,,,,,,,,,,,,25,,
GranRy01,No,23,0,0,0,43,,,,,,,,,34,367,2,1,,
ShazRy00,No,22,0,0,1,29,,,,,,,,,,,,113,2,5
WatkSa00,No,21,0,0,2,31,,,,,,3,9,0,131,2092,15,3,,
CricSc00,No,22,0,0,0,21,,,,,,,,,,,,5,,
HendSe00,No,22,0,0,2,27,,,,,,,,,,,,,,
StepSh00,No,23,0,0,1,32,,,,,,,,,,,,26,,
EvanSh00,No,23,0,0,0,,,,,,,,,,,,,,,
RichSh01,No,22,0,0,0,,,,,,,,,,,,,,,
HarrSh00,No,23,0,0,0,8,,,,,,,,,,,,10,,1
LongSp00,No,23,0,0,1,29,,,,,,,,,,,,1,,
JeanSt00,No,24,0,0,0,4,,,,,,,,,,,,,,
TuitSt00,No,21,0,0,2,41,,,,,,,,,,,,77,1,10.5
JohnSt03,No,22,0,0,0,6,,,,,,29,86,2,1,-4,0,,,
JoneT.00,No,22,0,0,0,10,,,,,,1,-3,0,10,132,1,,,
BoydTa00,No,24,0,0,0,,,,,,,,,,,,,,,
RookTa00,No,24,0,0,0,,,,,,,,,,,,,,,
HartTa00,No,23,0,0,0,15,,,,,,,,,,,,13,,
LewaTa00,No,23,0,0,2,37,,,,,,,,,1,10,1,,,
BolsTe00,No,23,0,0,0,,,,,,,,,,,,,,,
BridTe00,No,21,0,1,2,29,551,849,6150,28,21,91,401,4,,,,1,,
SmitTe01,No,23,0,0,3,40,,,,,,,,,,,,236,2,4.5
MitcTe00,No,22,0,0,0,9,,,,,,,,,,,,10,1,1
WestTe00,No,23,0,0,0,32,,,,,,373,1456,8,28,173,1,1,,
BrooTe00,No,23,0,0,0,28,,,,,,,,,,,,22,,
FedeTe00,No,22,0,0,0,29,,,,,,,,,,,,19,,1
ReesTe00,No,23,0,0,0,,,,,,,,,,,,,,,
JernTi00,No,22,0,0,1,37,,,,,,,,,,,,44,1,13
CarrTr00,No,24,0,0,1,38,,,,,,,,,,,,85,2,
SavaTo00,No,24,0,0,0,2,10,19,127,0,1,6,-6,0,,,,,,
TurnTr01,No,21,0,1,3,39,,,,,,,,,,,,1,,
SwanTr00,No,23,0,0,2,41,,,,,,,,,,,,1,,
BostTr00,No,22,0,0,0,37,,,,,,,,,,,,60,2,2
MasoTr00,No,21,0,0,1,25,,,,,,254,972,5,34,236,1,1,,
MurpTr00,No,23,0,0,2,42,,,,,,,,,,,,52,,13
ReilTr00,No,26,0,0,0,29,,,,,,,,,,,,10,,1
MillTr00,No,23,0,0,0,,,,,,,,,,,,,,,
NiklTr00,No,22,0,0,0,26,,,,,,,,,8,71,2,2,,
GaffTy00,No,23,0,0,0,,,,,,,,,,,,,,,
StarTy00,No,23,0,0,0,1,,,,,,,,,,,,,,
JohnUl00,No,22,0,0,0,2,,,,,,,,,,,,,,
SunsVi00,No,22,0,0,0,9,,,,,,,,,,,,3,,
AikeWa00,No,23,0,0,0,40,,,,,,,,,,,,29,1,
PoweWa00,No,22,0,0,0,14,,,,,,,,,13,141,0,,,
JohnWe00,No,23,0,0,0,21,,,,,,,,,1,-5,0,,,
RichWe00,No,23,0,0,3,41,,,,,,,,,,,,,,
ClarWi00,No,23,0,0,0,29,,,,,,,,,,,,12,,3.5
SmitWi01,No,22,0,0,0,,,,,,,,,,,,,,,
SuttWi00,No,22,0,0,0,36,,,,,,,,,,,,39,,
Sua-Xa00,No,23,0,0,2,34,,,,,,,,,,,,,,
SmalYa00,No,22,0,0,0,,,,,,,,,,,,,,,
FultZa00,No,23,0,0,1,41,,,,,,,,,,,,,,
HockZa00,No,23,0,0,0,8,,,,,,,,,,,,,,
MettZa00,No,23,0,0,0,14,208,345,2347,12,14,14,12,1,,,,,,
MoorZa00,No,24,0,0,0,9,,,,,,,,,,,,,,0.5
MartZa00,No,23,1,2,3,43,,,,,,,,,,,,1,,
KleiAJ00,No,22,0,0,1,54,,,,,,,,,,,,80,1,3
DobsAa00,No,22,0,0,1,24,,,,,,,,,53,698,4,1,,
MellAa00,No,23,0,0,0,,,,,,,,,,,,,,,
SandAc00,No,21,0,0,0,27,1,1,21,1,0,2,4,0,57,539,1,2,,
SpenAk00,No,21,0,0,1,50,,,,,,,,,,,,62,,5.5
BonnAl00,No,22,0,0,0,,,,,,,,,,,,,,,
OgleAl00,No,22,0,0,3,46,,,,,,,,,,,,274,4,3.5
OkafAl00,No,22,0,0,2,36,,,,,,,,,,,,63,1,12.5
ElliAn00,No,24,0,0,1,47,,,,,,386,1674,9,106,953,3,2,,
BryaAr00,No,23,0,0,0,35,,,,,,,,,,,,45,,11.5
BrowAr00,No,23,0,0,0,44,,,,,,,,,,,,11,,0.5
DaniB.00,No,23,0,0,0,8,1,2,7,0,0,6,6,0,2,18,0,,,
WebbBW00,No,23,0,0,0,43,,,,,,,,,,,,48,2,
RambBa00,No,23,0,0,1,35,,,,,,,,,,,,81,3,2
MingBa00,No,22,0,0,1,56,,,,,,,,,,,,72,1,7
JoneBa00,No,23,0,0,0,10,,,,,,,,,,,,,,
LogaBe00,No,23,0,0,3,53,,,,,,,,,,,,114,,5
WernBj00,No,23,0,0,1,38,,,,,,,,,,,,57,,6.5
WrehBl00,No,23,0,0,1,34,,,,,,,,,,,,73,1,
SoreBr00,No,25,0,0,0,,,,,,,,,,,,,,,
WilsBr00,No,23,0,0,0,,,,,,,,,,,,,,,
HepbBr00,No,23,0,0,0,,,,,,,,,,,,,,,
JenkBr00,No,23,0,0,0,5,,,,,,,,,,,,1,,
McGeBr00,No,22,0,0,0,18,,,,,,,,,,,,14,,
WillBr02,No,24,0,0,3,49,,,,,,,,,,,,85,,4.5
WillBr03,No,22,0,0,0,,,,,,,,,,,,,,,
SchwBr00,No,22,0,0,2,36,,,,,,,,,1,6,0,5,,
WintBr00,No,22,0,0,2,47,,,,,,,,,,,,1,,
ButlBr00,No,23,0,0,0,43,,,,,,,,,55,815,4,1,,
SturCa00,No,24,0,0,0,55,,,,,,,,,,,,5,,
BykoCa00,No,23,0,0,0,,,,,,,,,,,,,,,
WarmCh00,No,22,0,0,3,48,,,,,,,,,,,,1,,
JohnCh08,No,24,0,0,0,34,,,,,,1,-11,0,49,715,2,1,,
GragCh00,No,23,0,0,0,32,,,,,,,,,24,251,2,,,
HarpCh00,No,24,0,0,0,4,,,,,,,,,,,,1,,
JoneCh04,No,23,0,0,2,35,,,,,,,,,,,,50,,9
ThomCh03,No,22,0,0,0,30,,,,,,93,487,1,77,515,4,,,
MichCh00,No,22,0,0,0,31,,,,,,223,966,6,24,124,1,,,
HamiCo00,No,22,0,0,0,6,,,,,,,,,9,127,1,,,
TaylCo01,No,23,0,0,0,16,,,,,,,,,,,,7,,
PattCo00,No,22,1,1,0,59,,,,,,29,327,4,119,1187,7,,,
FullCo00,No,23,0,0,0,28,,,,,,,,,18,288,1,1,,
LemoCo00,No,21,0,0,0,48,,,,,,,,,,,,34,,2
WashCo00,No,24,0,0,0,25,,,,,,,,,,,,13,,3
JeffD.00,No,24,0,0,0,4,,,,,,,,,,,,,,
FlukDJ00,No,22,0,0,4,53,,,,,,,,,,,,1,,
HaydDJ00,No,23,0,0,1,44,,,,,,,,,,,,159,3,1
SweaDJ00,No,22,0,0,2,53,,,,,,,,,,,,147,5,2
StafDa00,No,22,0,0,0,58,,,,,,,,,,,,82,2,2
ThomDa04,No,23,0,0,1,37,,,,,,,,,,,,1,,
MoorDa01,No,21,0,0,0,48,,,,,,,,,,,,51,,10
SlayDa00,No,22,0,0,2,54,,,,,,,,,,,,152,6,1
JoneDa03,No,23,0,0,0,53,,,,,,,,,,,,46,1,8
AmerDa00,No,21,0,0,4,58,,,,,,,,,,,,187,8,
BakhDa00,No,22,0,0,4,56,,,,,,,,,,,,1,,
BassDa00,No,23,0,0,0,47,,,,,,,,,,,,48,2,5.5
KingDa00,No,23,0,0,0,9,,,,,,,,,,,,2,,1.5
QuesDa00,No,23,0,0,0,,,,,,,,,,,,,,,
HopkDe00,No,21,0,1,4,58,,,,,,,,,289,4073,22,4,,
MillDe00,No,22,0,0,1,21,,,,,,,,,,,,50,3,
McCrDe00,No,22,0,0,1,46,,,,,,,,,,,,68,,
RobiDe00,No,23,0,0,1,52,0,2,0,0,0,229,949,5,46,299,0,4,,
TrufDe00,No,23,0,1,3,57,,,,,,,,,,,,168,7,3
TaylDe00,No,23,0,0,1,56,,,,,,,,,,,,67,,14
HollDe01,No,22,0,0,0,9,,,,,,,,,,,,14,,2
JordDi00,No,23,0,0,0,26,,,,,,,,,,,,39,,3
SimsDi00,No,22,0,0,0,50,,,,,,,,,59,557,4,,,
JoneDo02,No,23,0,0,0,51,,,,,,,,,,,,21,,
WillDu00,No,22,0,0,0,57,,,,,,,,,,,,68,1,1
HarmDu00,No,22,0,0,0,57,,,,,,,,,,,,62,7,
HopkDu00,No,22,0,0,0,26,,,,,,,,,,,,,,
GratDw00,No,23,0,0,2,43,,,,,,,,,,,,91,3,
WatfEa00,No,23,0,0,0,27,,,,,,,,,,,,,,
WolfEa00,No,23,0,0,0,18,,,,,,,,,,,,43,1,
LacyEd00,No,23,0,1,3,51,,,,,,788,3435,23,101,900,6,3,,
KugbEd00,No,23,0,0,0,,,,,,,,,,,,,,,
ManuEJ00,No,23,0,0,1,26,310,526,3416,19,15,91,315,4,,,,2,,
FishEr00,No,22,0,0,4,56,,,,,,,,,0,-5,0,2,,
HermEr00,No,23,0,0,0,,,,,,,,,,,,,,,
KushEr00,No,24,0,0,0,13,,,,,,,,,,,,,,
ReidEr00,No,21,0,1,4,57,,,,,,,,,,,,212,8,1
DawkEv00,No,23,0,0,0,1,,,,,,,,,,,,,,
AnsaEz00,No,24,0,1,3,54,,,,,,,,,,,,107,,30
GilkGa00,No,23,0,0,0,22,,,,,,,,,,,,,,
EscoGa00,No,22,0,0,0,57,,,,,,,,,29,326,8,2,,
SmitGe00,No,22,0,0,2,33,501,866,5962,28,36,135,647,7,1,13,0,2,,
HodgGe00,No,22,0,0,0,49,,,,,,,,,,,,133,3,2.5
BernGi00,No,21,0,0,1,55,,,,,,583,2442,14,187,1671,6,4,,
ThorHu00,No,22,0,0,3,38,,,,,,,,,,,,4,,
TretJC00,No,22,0,0,0,31,,,,,,,,,,,,,,
WilcJ.00,No,22,0,0,2,56,,,,,,,,,,,,152,4,
TaylJa01,No,23,0,0,0,43,,,,,,,,,,,,101,2,
CollJa00,No,23,0,1,3,53,,,,,,,,,,,,222,5,11.5
SlauJa00,No,23,0,0,0,,,,,,,,,,,,,,,
SmitJa02,No,23,0,0,0,,,,,,,,,,,,,,,
JoneJa05,No,23,0,0,1,47,,,,,,,,,,,,81,2,5
JamiJa00,No,21,0,0,0,,,,,,,,,,,,,,,
BacaJe00,No,23,0,0,0,4,,,,,,,,,,,,,,
LockJe00,No,24,0,0,0,59,,,,,,1,-6,0,,,,,,
JenkJe00,No,21,0,0,2,51,,,,,,,,,,,,160,,3.5
HarrJe02,No,22,0,0,0,7,,,,,,,,,,,,4,,
WillJe02,No,22,0,0,0,,,,,,,,,,,,,,,
KrugJo00,No,21,0,0,0,,,,,,,,,,,,,,,
BoyeJo00,No,23,0,0,0,,,,,,,,,,,,,,,
JenkJo00,No,24,0,0,1,50,,,,,,,,,,,,67,,1.5
SimoJo01,No,22,0,0,0,44,,,,,,,,,,,,79,,10
FranJo01,No,23,0,0,0,11,,,,,,19,107,1,4,30,0,3,,
HankJo00,No,21,0,0,3,46,,,,,,,,,,,,81,,8.5
BankJo00,No,23,0,0,2,52,,,,,,,,,,,,111,7,
BostJo00,No,22,0,0,2,40,,,,,,,,,,,,103,1,2
CoopJo01,No,23,0,0,1,26,,,,,,,,,,,,,,
CyprJo00,No,23,0,0,4,54,,,,,,,,,,,,301,2,1
MeekJo01,No,23,0,0,0,32,,,,,,,,,,,,2,,
HillJo01,No,22,0,0,0,27,,,,,,,,,,,,31,1,7
MillJo02,No,22,0,0,3,49,,,,,,,,,,,,1,,
PoyeJo00,No,22,0,0,0,48,,,,,,1,10,0,,,,88,2,1
ReedJo02,No,23,0,0,0,43,,,,,,1,18,0,241,2546,19,3,,
RandJo01,No,21,0,0,0,35,,,,,,181,822,9,22,170,0,12,,
BoycJo00,No,22,0,0,0,10,,,,,,,,,9,121,0,1,,
BoydJo00,No,24,0,0,0,26,,,,,,,,,,,,16,,
EvanJo00,No,22,0,0,3,49,,,,,,,,,,,,145,,
CunnJu00,No,22,0,0,0,4,,,,,,,,,1,4,0,,,
BrowJu00,No,22,0,0,0,8,,,,,,,,,12,94,0,,,
HuntJu00,No,22,0,0,1,42,,,,,,,,,74,1187,11,2,,
PughJu00,No,23,0,0,3,52,,,,,,,,,,,,4,,
LewiKa00,No,23,0,0,0,5,,,,,,,,,,,,3,,
ShorKa00,No,24,0,1,2,58,,,,,,,,,,,,93,,19
WebsKa00,No,22,0,0,0,49,,,,,,,,,,,,64,1,
AlleKe00,No,21,0,0,3,38,,,,,,,,,221,2617,16,8,,
IshmKe00,No,22,0,0,1,46,,,,,,,,,,,,125,5,
BarnKe00,No,24,0,0,0,29,,,,,,57,252,2,12,34,0,,,
StilKe00,No,21,0,0,3,57,,,,,,4,8,0,145,2420,15,2,,
VaccKe00,No,22,0,0,3,54,,,,,,,,,,,,225,4,6
WillKe05,No,22,0,0,0,17,,,,,,80,388,1,4,27,0,,,
DorsKe01,No,23,0,0,0,3,,,,,,,,,1,4,0,1,,
MintKe00,No,22,0,0,2,55,,,,,,,,,,,,156,,4
HolmKh00,No,23,0,0,0,17,,,,,,,,,,,,,,
WootKh00,No,23,0,0,0,3,,,,,,,,,,,,,,
GreeKh00,No,24,0,0,0,25,,,,,,,,,,,,33,1,
AlonKi00,No,23,0,0,2,37,,,,,,,,,,,,166,6,2
DaviKn00,No,21,0,0,0,55,,,,,,241,790,11,34,271,1,1,,
JuszKy00,No,22,0,0,2,58,,,,,,5,10,0,83,673,5,7,,
LongKy00,No,24,0,3,3,55,,,,,,,,,1,-1,0,4,,
JoneLa02,No,24,0,0,0,14,61,104,794,4,5,10,-8,0,,,,,,
JohnLa01,No,23,0,0,3,48,,,,,,,,,,,,1,,
WarfLa00,No,22,0,0,4,52,,,,,,,,,,,,3,,
MurrLa00,No,23,0,1,1,39,,,,,,449,1916,16,81,537,0,4,,
EdwaLa00,No,23,0,0,0,22,,,,,,,,,,,,14,,2
McFaLe00,No,22,0,0,0,29,,,,,,,,,,,,19,,
BellLe00,No,21,1,1,2,43,,,,,,798,3476,22,209,1826,4,3,,
ToilLe00,No,22,0,0,2,58,,,,,,,,,56,464,6,3,,
RyanLo00,No,22,0,0,1,58,,,,,,,,,,,,173,11,1.5
JoecLu00,No,21,0,0,2,39,,,,,,,,,,,,2,,
WillLu00,No,23,0,0,1,51,,,,,,,,,66,909,5,4,,
GoodMa01,No,23,0,0,1,35,,,,,,,,,,,,11,,
TeoxMa00,No,22,0,0,2,38,,,,,,,,,,,,160,2,1.5
AnthMa00,No,23,0,0,0,,,,,,,,,,,,,,,
CoopMa00,No,23,0,0,0,48,,,,,,,,,,,,103,6,
LattMa00,No,21,0,0,0,,,,,,,,,,,,,,,
HuntMa00,No,26,0,0,0,38,,,,,,,,,,,,13,,1.5
WheaMa00,No,22,0,0,2,47,,,,,,4,19,0,107,1508,8,10,,
WilsMa02,No,21,0,0,0,29,,,,,,,,,48,652,2,,,
GoodMa00,No,22,0,0,0,33,,,,,,6,21,0,38,665,6,3,,
BarkMa00,No,23,0,0,0,5,36,65,381,0,6,6,-3,0,,,,,,
ElamMa00,No,22,0,0,2,35,,,,,,,,,,,,87,1,0.5
WatsMe00,No,24,0,0,1,21,,,,,,,,,,,,,,
HydeMi00,No,22,0,0,0,57,,,,,,,,,,,,173,5,4
BowiMi00,No,22,0,0,0,9,,,,,,,,,,,,,,
BuchMi00,No,22,0,0,0,18,,,,,,,,,,,,7,,2
CoxxMi00,No,24,0,0,0,18,,,,,,26,76,0,5,21,0,3,,
MautMi00,No,23,0,0,0,47,,,,,,,,,,,,41,,1
WillMi06,No,23,0,0,0,15,,,,,,,,,3,26,0,,,
CataMi00,No,23,0,0,0,26,,,,,,,,,,,,5,,2
GillMi00,No,22,0,0,0,18,,,,,,109,614,7,14,69,1,2,,
GlenMi00,No,23,0,0,1,21,374,630,4100,30,15,37,86,0,,,,2,,
JameMi00,No,22,0,0,0,22,1,1,2,1,0,83,351,0,15,60,0,,,
BallMo00,No,22,0,0,0,21,,,,,,175,731,5,29,207,0,6,,
HughMo00,No,23,0,0,0,25,,,,,,,,,,,,17,,
RiveMy00,No,23,0,0,1,55,,,,,,,,,135,1293,10,4,,
PalmNa01,No,24,0,0,1,33,,,,,,,,,,,,55,,1
WillNi01,No,23,0,0,0,21,,,,,,,,,,,,9,,
KasaNi00,No,22,0,0,0,16,,,,,,,,,1,9,1,1,,
MoodNi00,No,23,0,0,0,23,,,,,,,,,,,,19,,
JohnNi00,No,23,0,0,0,18,,,,,,,,,,,,13,,
AbouOd00,No,22,0,0,1,23,,,,,,,,,,,,1,,
ThomPh00,No,24,0,0,0,8,,,,,,,,,,,,19,,
SmitQu00,No,23,0,0,0,15,,,,,,,,,,,,7,,
DialQu00,No,23,0,0,2,42,,,,,,,,,,,,75,,4.5
PattQu00,No,23,0,0,1,36,,,,,,3,51,0,66,834,1,,,
FragRe00,No,23,0,0,0,1,,,,,,,,,,,,,,
BurkRe00,No,23,0,0,0,36,,,,,,19,70,1,19,167,1,1,,
WagnRi00,No,23,0,0,2,57,,,,,,,,,,,,,,
AlfoRo00,No,24,0,0,3,51,,,,,,,,,,,,131,9,
WoodRo02,No,21,0,0,3,53,,,,,,4,22,0,194,2331,12,5,,
JohnRu02,No,23,0,0,0,1,,,,,,,,,,,,1,,
GrifRy00,No,23,0,0,1,50,,,,,,,,,79,839,5,6,,
JensRy00,No,22,0,0,0,19,,,,,,,,,,,,,,
NassRy00,No,23,0,0,0,5,9,10,128,1,0,2,-3,0,,,,,,
SeymRy00,No,23,0,0,0,12,,,,,,,,,,,,,,
SwopRy00,No,23,0,0,0,,,,,,,,,,,,,,,
BarrSa00,No,22,0,0,0,25,,,,,,,,,,,,48,,1
MartSa01,No,23,0,0,0,59,2,2,27,0,0,2,3,0,,,,1,,
MontSa00,No,23,0,0,0,,,,,,,,,,,,,,,
CommSa00,No,23,0,0,0,2,,,,,,,,,,,,1,,
PortSe00,No,22,0,0,0,1,,,,,,,,,,,,,,
RenfSe00,No,23,0,0,0,2,3,7,11,0,1,1,-4,0,,,,,,
ThomSh00,No,22,0,0,0,47,,,,,,,,,,,,30,,
FloySh00,No,22,0,0,2,44,,,,,,,,,,,,57,,9.5
WillSh02,No,22,0,0,1,58,,,,,,,,,,,,74,3,1
RichSh00,No,22,0,1,2,52,,,,,,4,4,2,,,,133,,18
MoorSi00,No,23,0,0,2,43,,,,,,,,,,,,134,,7.5
WareSp00,No,21,0,0,0,22,,,,,,207,1054,8,28,345,1,,,
McGeSt01,No,23,0,0,0,50,,,,,,,,,,,,43,,3
MapoSt00,No,22,0,0,0,26,,,,,,,,,,,,4,,1
LotuSt00,No,23,0,0,3,54,,,,,,,,,,,,78,,10
BailSt01,No,22,0,0,0,38,,,,,,3,46,1,59,843,2,8,,
TaylSt00,No,22,0,0,0,55,,,,,,120,393,1,20,154,3,5,,
BeauSt00,No,23,0,0,0,5,,,,,,,,,,,,2,,
WillSt02,No,22,0,0,0,32,,,,,,,,,,,,44,2,1
MeanSt00,No,23,0,0,0,18,,,,,,,,,,,,5,,1
WillSy00,No,24,0,0,3,54,,,,,,,,,,,,62,,5.5
JohnTJ00,No,23,0,0,0,26,,,,,,,,,,,,,,
McDoTJ00,No,22,0,0,4,47,,,,,,,,,,,,194,3,5
CarrCo00,No,24,0,0,0,33,,,,,,,,,,,,39,,4
HawkTa00,No,23,0,0,0,6,,,,,,,,,,,,,,
KingTa00,No,23,0,0,0,7,,,,,,,,,3,19,0,,,
AustTa00,No,22,0,0,3,54,0,1,0,0,0,115,890,7,163,1489,11,2,,
WillTe01,No,24,0,0,3,59,,,,,,3,4,0,160,2578,18,4,,
ArmsTe00,No,22,0,0,2,38,,,,,,,,,,,,1,,
HawtTe00,No,23,0,0,0,,,,,,,,,,,,,,,
SimoTh00,No,22,0,0,0,18,,,,,,,,,,,,20,1,
RiddTh00,No,22,0,0,0,53,,,,,,160,564,2,166,1395,11,10,,
BohaTo00,No,23,0,0,1,36,,,,,,20,67,0,17,155,0,1,,
WillTo00,No,22,0,0,0,41,,,,,,,,,0,0,0,30,,2
BondTr00,No,22,0,0,0,2,,,,,,,,,,,,,,
FredTr00,No,22,0,2,4,59,,,,,,,,,,,,4,,
KelcTr00,No,23,0,1,3,43,,,,,,1,-5,0,188,2311,13,,,
WillTr02,No,22,0,0,0,3,,,,,,,,,,,,5,,1
PoweTy00,No,25,0,0,0,19,,,,,,,,,,,,17,,1
EifeTy00,No,23,0,1,2,33,,,,,,,,,110,1341,16,6,,
WilsTy00,No,24,0,0,0,,,,,,,,,,,,,,,
MathTy00,No,21,1,1,2,48,,,,,,,,,,,,208,9,2
McDoVa00,No,23,0,0,1,45,,,,,,,,,58,797,7,2,,
WillVi01,No,23,0,0,1,58,,,,,,,,,,,,126,,2.5
PainVi00,No,23,0,0,0,6,,,,,,,,,,,,,,
DaviWi02,No,23,0,0,0,20,,,,,,,,,,,,26,1,
CampWi00,No,22,0,0,0,,,,,,,,,,,,,,,
GholWi00,No,22,0,0,3,53,,,,,,,,,,,,118,,9.5
